Date,Open,High,Low,Close,Volume,Adj Close
2021-01-04,169.02000427246094,169.47999572753906,163.10000610351562,165.5,3164800,159.2601318359375
2021-01-05,165.19000244140625,166.66000366210938,163.1999969482422,166.32000732421875,2322600,160.04922485351562
2021-01-06,162.97999572753906,167.27999877929688,162.97000122070312,164.32000732421875,3619700,158.1246337890625
2021-01-07,164.17999267578125,167.1199951171875,161.77999877929688,165.8300018310547,3025500,159.5777130126953
2021-01-08,166.22000122070312,166.86000061035156,164.63999938964844,166.41000366210938,3438100,160.13584899902344
2021-01-11,185.0,189.3000030517578,182.02000427246094,185.94000244140625,11396500,178.9294891357422
2021-01-12,182.7899932861328,184.24000549316406,177.44000244140625,178.8000030517578,7179300,172.0586700439453
2021-01-13,179.8300018310547,187.6199951171875,179.33999633789062,185.5,7303900,178.506103515625
2021-01-14,185.27000427246094,188.9600067138672,184.5800018310547,186.69000244140625,4413200,179.65122985839844
2021-01-15,186.8000030517578,191.77999877929688,186.8000030517578,190.77000427246094,6624600,183.57740783691406
2021-01-19,196.0,199.52000427246094,194.07000732421875,198.47999572753906,7729100,190.99668884277344
2021-01-20,198.77000427246094,201.77000427246094,198.67999267578125,201.25999450683594,5335800,193.67190551757812
2021-01-21,203.6999969482422,204.72000122070312,198.00999450683594,202.35000610351562,8698800,194.72079467773438
2021-01-22,202.0399932861328,206.5399932861328,200.55999755859375,206.13999938964844,6128800,198.36790466308594
2021-01-25,208.24000549316406,212.52999877929688,208.08999633789062,212.35000610351562,5959100,204.34376525878906
2021-01-26,212.5500030517578,213.22999572753906,210.60000610351562,212.72000122070312,6601500,204.6998291015625
2021-01-27,211.07000732421875,212.02000427246094,205.10000610351562,207.57000732421875,7358000,199.74398803710938
2021-01-28,208.0,211.83999633789062,207.57000732421875,210.1199951171875,5460400,202.1978302001953
2021-01-29,211.9600067138672,218.0,204.4600067138672,207.97000122070312,8401700,200.12892150878906
2021-02-01,209.4600067138672,209.88999938964844,203.10000610351562,203.13999938964844,5383800,195.48101806640625
2021-02-02,204.3800048828125,205.89999389648438,197.35000610351562,197.55999755859375,5314600,190.11143493652344
2021-02-03,197.80999755859375,200.58999633789062,196.88999938964844,196.9600067138672,3679000,189.53404235839844
