Date,Open,High,Low,Close,Volume,Adj Close
2021-01-04,439.3299865722656,442.239990234375,421.239990234375,425.2200012207031,2417100,391.1867370605469
2021-01-05,425.04998779296875,429.3900146484375,422.3999938964844,428.1000061035156,1506900,393.8363342285156
2021-01-06,423.29998779296875,434.5799865722656,420.5400085449219,425.4599914550781,1722600,391.40753173828125
2021-01-07,432.05999755859375,444.5899963378906,430.6000061035156,443.3900146484375,2126700,407.90252685546875
2021-01-08,447.0,449.989990234375,438.6499938964844,445.6400146484375,1527100,409.9723815917969
2021-01-11,440.6099853515625,448.7799987792969,440.4200134277344,445.760009765625,1166000,410.0827941894531
2021-01-12,447.7699890136719,454.760009765625,445.6000061035156,449.3900146484375,1384600,413.42230224609375
2021-01-13,450.29998779296875,453.489990234375,448.1099853515625,451.2099914550781,1311800,415.0965881347656
2021-01-14,453.510009765625,458.5,451.3299865722656,452.07000732421875,1969200,415.8878173828125
2021-01-15,448.17999267578125,450.0,440.6600036621094,445.8500061035156,1816500,410.1656494140625
2021-01-19,448.2799987792969,459.489990234375,448.2799987792969,459.2699890136719,1881900,422.5114440917969
2021-01-20,459.5199890136719,465.7900085449219,455.0,461.8800048828125,1471000,424.91265869140625
2021-01-21,462.1099853515625,469.4700012207031,460.3999938964844,466.82000732421875,1574900,429.4572448730469
2021-01-22,463.7200012207031,467.54998779296875,462.3800048828125,465.0199890136719,1624800,427.80126953125
2021-01-25,469.55999755859375,470.0,456.0799865722656,464.7900085449219,1469200,427.5896911621094
2021-01-26,462.6499938964844,467.0299987792969,461.8800048828125,463.8699951171875,1074200,426.74334716796875
2021-01-27,455.5400085449219,456.9599914550781,441.510009765625,444.70001220703125,2185700,409.1076354980469
2021-01-28,455.5299987792969,458.4800109863281,447.0299987792969,451.739990234375,1694600,415.5841369628906
2021-01-29,449.8999938964844,458.1000061035156,447.6300048828125,450.5,2206900,414.4433898925781
2021-02-01,455.8500061035156,469.32000732421875,453.5899963378906,466.739990234375,1702700,429.38360595703125
2021-02-02,469.760009765625,476.9700012207031,468.0,476.8800048828125,1614100,438.7120056152344
2021-02-03,476.92999267578125,478.5199890136719,464.5899963378906,465.19000244140625,1785700,427.9577331542969
2021-02-04,460.0,471.1600036621094,457.4800109863281,470.6300048828125,1524300,432.9622802734375
