Date,Open,High,Low,Close,Volume,Adj Close
2021-01-04,78.24427795410156,78.33015441894531,76.22137451171875,77.25190734863281,10502637,70.25731658935547
2021-01-05,76.97518920898438,77.6717529296875,76.25,77.385498046875,10956526,70.37881469726562
2021-01-06,76.88931274414062,78.95037841796875,76.63167572021484,78.60687255859375,10521396,71.4896011352539
2021-01-07,78.76908111572266,80.50572204589844,78.31106567382812,80.1717529296875,10447931,72.91278839111328
2021-01-08,80.50572204589844,80.50572204589844,78.76908111572266,79.22709655761719,9563105,72.05367279052734
2021-01-11,79.67557525634766,81.67938995361328,79.43701934814453,81.10687255859375,13488179,73.76325225830078
2021-01-12,81.22137451171875,81.2404556274414,78.76908111572266,79.28434753417969,10128606,72.10574340820312
2021-01-13,79.55152893066406,79.55152893066406,78.4542007446289,78.5687026977539,10093812,71.45489501953125
2021-01-14,78.64503479003906,79.00763702392578,78.12976837158203,78.40648651123047,11366398,71.30736541748047
2021-01-15,78.09160614013672,79.67557525634766,77.82442474365234,79.56106567382812,10203538,72.35739135742188
2021-01-19,79.74236297607422,80.0572509765625,78.8740463256836,79.37976837158203,8467316,72.19253540039062
2021-01-20,79.43701934814453,79.72328186035156,78.50190734863281,78.6832046508789,11097901,71.55902099609375
2021-01-21,78.06298065185547,78.53053283691406,77.25190734863281,77.46183013916016,9043716,70.4482421875
2021-01-22,77.18511199951172,77.70037841796875,77.06106567382812,77.27098846435547,9436926,70.2746810913086
2021-01-25,77.01335906982422,77.47137451171875,76.39312744140625,77.4332046508789,9957677,70.4222183227539
2021-01-26,77.4332046508789,77.4332046508789,76.45992279052734,76.57442474365234,7748283,69.64117431640625
2021-01-27,76.2022933959961,76.40267181396484,73.32061004638672,73.54007720947266,16230376,66.8815689086914
2021-01-28,73.54962158203125,74.91412353515625,73.54007720947266,74.35114288330078,12972039,67.61920166015625
2021-01-29,74.41793823242188,74.78053283691406,72.89122009277344,73.54007720947266,10671470,66.8815689086914
2021-02-01,74.41793823242188,74.74236297607422,73.7977066040039,73.8167953491211,8224599,67.13324737548828
2021-02-02,74.22709655761719,75.30534362792969,74.14122009277344,74.20801544189453,9866710,67.48904418945312
2021-02-03,74.08396911621094,74.57061004638672,73.61640930175781,73.77862548828125,10034810,67.09851837158203
2021-02-04,73.44465637207031,73.48282623291016,72.08015441894531,72.5477066040039,18867563,65.97903442382812
2021-02-05,72.92938995361328,73.4542007446289,71.95610809326172,72.3282470703125,13901825,65.77946472167969
2021-02-08,72.3759536743164,72.70037841796875,71.2404556274414,71.6030502319336,16718534,65.11991119384766
2021-02-09,71.6603012084961,71.72709655761719,70.9542007446289,71.6030502319336,13484616,65.11991119384766
2021-02-10,71.87023162841797,71.92748260498047,71.1259536743164,71.45992279052734,11721566,64.98976135253906
2021-02-11,71.38359069824219,71.6603012084961,70.83015441894531,71.3167953491211,8780982,64.85958099365234
2021-02-12,71.2977066040039,71.66984558105469,71.1259536743164,71.56488800048828,6738116,65.08522033691406
2021-02-16,71.91793823242188,71.97518920898438,70.65839385986328,70.84923553466797,9734453,64.43437194824219
2021-02-17,71.04962158203125,72.57633972167969,70.96373748779297,72.08015441894531,13876463,65.55384063720703
2021-02-18,71.82251739501953,72.40457916259766,71.6030502319336,71.95610809326172,10004627,65.44100952148438
2021-02-19,71.98473358154297,72.05152893066406,70.85877990722656,70.90648651123047,12388198,64.48643493652344
2021-02-22,71.08778381347656,71.62213897705078,70.3530502319336,71.49809265136719,8612464,65.02447509765625
2021-02-23,71.84160614013672,72.48091888427734,71.04962158203125,71.1259536743164,10900458,64.68602752685547
2021-02-24,71.3740463256836,71.82251739501953,70.98282623291016,71.15457916259766,9838834,64.7120590209961
2021-02-25,70.81106567382812,71.56488800048828,70.68701934814453,71.2022933959961,10906955,64.75546264648438
2021-02-26,71.03053283691406,71.28816986083984,69.21755981445312,69.29389190673828,17644862,63.01985168457031
2021-03-01,69.85687255859375,70.02862548828125,68.8740463256836,69.06488800048828,12594864,62.811580657958984
2021-03-02,69.50381469726562,70.1240463256836,69.08396911621094,69.51335906982422,16047290,63.219444274902344
2021-03-03,69.48473358154297,70.3530502319336,69.1030502319336,69.9427490234375,13939972,63.60995864868164
2021-03-04,69.8282470703125,69.96183013916016,68.43511199951172,68.864501953125,15975188,62.62933349609375
2021-03-05,69.18893432617188,70.0477066040039,68.71183013916016,69.78053283691406,12241164,63.46242904663086
2021-03-08,70.96373748779297,72.09923553466797,70.03816986083984,70.77290344238281,15391347,64.36495208740234
2021-03-09,71.14503479003906,72.00381469726562,70.73473358154297,70.74427795410156,14189920,64.33891296386719
2021-03-10,71.33587646484375,71.78434753417969,70.70610809326172,71.33587646484375,12827310,64.876953125
2021-03-11,71.45992279052734,71.90839385986328,71.17366027832031,71.21183013916016,13205324,64.7641372680664
2021-03-12,70.63931274414062,71.45992279052734,70.60114288330078,71.1832046508789,11493940,65.30690002441406
2021-03-15,72.04198455810547,73.05343627929688,71.64122009277344,72.7385482788086,17999295,66.73385620117188
2021-03-16,72.66221618652344,73.635498046875,72.65267181396484,73.29198455810547,15697887,67.2415771484375
2021-03-17,73.21565246582031,73.95037841796875,72.4904556274414,73.7595443725586,17533878,67.6705551147461
2021-03-18,73.72137451171875,74.60877990722656,73.67366027832031,73.73091888427734,14274179,67.64427947998047
2021-03-19,73.71183013916016,74.66603088378906,72.53816986083984,73.95992279052734,58225203,67.85438537597656
2021-03-22,72.3282470703125,74.42748260498047,72.08015441894531,73.95992279052734,11352879,67.85438537597656
2021-03-23,73.55915832519531,73.77862548828125,72.5477066040039,72.77671813964844,11651245,66.76885986328125
2021-03-24,72.58587646484375,73.16793823242188,72.4332046508789,72.74809265136719,9135416,66.74259948730469
2021-03-25,72.91984558105469,73.10114288330078,71.86068725585938,72.58587646484375,10700918,66.59376525878906
2021-03-26,72.66221618652344,73.9217529296875,72.3759536743164,73.84542083740234,10389767,67.74933624267578
2021-03-29,73.77862548828125,74.9522933959961,73.635498046875,74.71373748779297,11448562,68.54598236083984
2021-03-30,74.42748260498047,74.50381469726562,73.27290344238281,73.43511199951172,10123366,67.3729019165039
2021-03-31,73.5687026977539,74.13167572021484,73.12976837158203,73.55915832519531,13598219,67.48670959472656
2021-04-01,73.6259536743164,73.91221618652344,73.30152893066406,73.55915832519531,9121373,67.48670959472656
2021-04-05,73.96946716308594,74.34160614013672,73.26335906982422,73.47328186035156,9828144,67.40791320800781
2021-04-06,73.38740539550781,73.41603088378906,72.17557525634766,72.3187026977539,13394698,66.3486557006836
2021-04-07,72.59542083740234,72.90076446533203,72.25190734863281,72.63359069824219,8970566,66.63754272460938
2021-04-08,72.59542083740234,72.90076446533203,71.83206176757812,72.03244018554688,12007984,66.08602142333984
2021-04-09,72.05152893066406,72.88167572021484,71.97518920898438,72.81488800048828,8177439,66.80387878417969
2021-04-12,72.87213897705078,73.09160614013672,72.5,72.72901153564453,9970672,66.72509002685547
2021-04-13,72.4904556274414,73.24427795410156,72.39503479003906,72.92938995361328,8627346,66.908935546875
2021-04-14,72.80534362792969,73.27290344238281,72.53816986083984,72.90076446533203,8415545,66.8826675415039
2021-04-15,72.5667953491211,73.78816986083984,72.5667953491211,73.14885711669922,14541734,67.11028289794922
2021-04-16,73.71183013916016,74.18893432617188,73.30152893066406,73.9217529296875,12512806,67.81936645507812
2021-04-19,74.14122009277344,74.22709655761719,73.44465637207031,74.1030502319336,8536903,67.98570251464844
2021-04-20,74.12213897705078,75.51526641845703,74.12213897705078,74.97137451171875,11009345,68.78233337402344
2021-04-21,75.31488800048828,75.84923553466797,75.0667953491211,75.60114288330078,11817248,69.36011505126953
2021-04-22,75.38167572021484,75.43893432617188,74.00763702392578,74.38931274414062,13330560,68.24833679199219
2021-04-23,74.29389190673828,74.61832427978516,73.91221618652344,74.31298065185547,8598840,68.17830657958984
