Date,Open,High,Low,Close,Volume,Adj Close
2021-01-04,157.24000549316406,157.3800048828125,154.1300048828125,156.5,11765900,144.36404418945312
2021-01-05,156.25,158.75999450683594,155.07000732421875,158.33999633789062,9602300,146.0614013671875
2021-01-06,157.24000549316406,160.22999572753906,156.72000122070312,159.8300018310547,8230100,147.43585205078125
2021-01-07,159.0,161.02999877929688,158.35000610351562,160.3699951171875,7747200,147.93397521972656
2021-01-08,160.50999450683594,161.10000610351562,159.8800048828125,160.0399932861328,8228900,147.6295623779297
2021-01-11,160.55999755859375,161.32000732421875,158.77000427246094,159.3699951171875,7066200,147.0115203857422
2021-01-12,159.14999389648438,159.66000366210938,157.3300018310547,158.1300048828125,6903200,145.86769104003906
2021-01-13,158.22999572753906,158.4600067138672,156.75,157.88999938964844,6643100,145.64630126953125
2021-01-14,160.4499969482422,161.9499969482422,159.61000061035156,160.64999389648438,10030800,148.1922607421875
2021-01-15,160.3000030517578,161.41000366210938,159.11000061035156,160.3000030517578,7630800,147.869384765625
2021-01-19,162.0,163.0399932861328,161.10000610351562,162.77999877929688,9057600,150.1571044921875
2021-01-20,163.1999969482422,164.13999938964844,161.8000030517578,162.3800048828125,6839900,149.78811645507812
2021-01-21,161.32000732421875,162.47999572753906,160.05999755859375,161.72999572753906,6818000,149.1885223388672
2021-01-22,162.36000061035156,165.16000366210938,161.8699951171875,163.5500030517578,8137000,150.86737060546875
2021-01-25,165.00999450683594,166.08999633789062,163.66000366210938,165.97999572753906,9924400,153.10891723632812
2021-01-26,169.6999969482422,173.64999389648438,169.38999938964844,170.47999572753906,14205700,157.25997924804688
2021-01-27,169.1199951171875,170.9199981689453,167.4499969482422,167.8800048828125,14207300,154.8616180419922
2021-01-28,168.1999969482422,170.86000061035156,167.8000030517578,169.16000366210938,8944400,156.0423583984375
2021-01-29,164.25999450683594,166.0,160.5500030517578,163.1300048828125,22505900,150.47991943359375
2021-02-01,165.30999755859375,165.30999755859375,162.60000610351562,162.7100067138672,9971400,150.092529296875
2021-02-02,163.3800048828125,163.66000366210938,161.17999267578125,161.25,11443300,148.74575805664062
2021-02-03,160.94000244140625,161.52000427246094,159.57000732421875,160.5,8601900,148.05389404296875
2021-02-04,161.0,162.08999633789062,159.75999450683594,161.99000549316406,7758100,149.42835998535156
2021-02-05,164.86000061035156,165.44000244140625,163.86000061035156,164.4499969482422,9495300,151.69760131835938
2021-02-08,165.02999877929688,165.9199981689453,163.8800048828125,164.9199981689453,6035300,152.13113403320312
2021-02-09,165.1999969482422,166.58999633789062,164.97000122070312,166.27000427246094,5544200,153.37644958496094
2021-02-10,167.88999938964844,167.94000244140625,165.6999969482422,166.80999755859375,5921300,153.87457275390625
2021-02-11,167.0,167.3800048828125,165.60000610351562,166.05999755859375,4871300,153.18272399902344
2021-02-12,164.39999389648438,166.85000610351562,164.0,166.5800018310547,4413100,153.6624298095703
2021-02-16,166.5800018310547,167.0500030517578,164.63999938964844,165.07000732421875,5656100,152.26953125
2021-02-17,164.97000122070312,166.08999633789062,164.36000061035156,165.66000366210938,6676700,152.81375122070312
2021-02-18,164.9600067138672,166.16000366210938,164.3000030517578,165.74000549316406,5189100,152.88755798339844
