Date,Open,High,Low,Close,Volume,Adj Close
2021-01-04,139.66000366210938,139.86000061035156,136.35000610351562,137.82000732421875,8330900,127.13129425048828
2021-01-05,137.99000549316406,138.9199981689453,136.27000427246094,138.6999969482422,6856400,127.9430160522461
2021-01-06,138.77000427246094,141.0399932861328,138.60000610351562,140.16000366210938,10578000,129.28981018066406
2021-01-07,139.75,140.1300048828125,138.0399932861328,138.85000610351562,7355400,128.08140563964844
2021-01-08,138.47000122070312,139.05999755859375,137.0,138.7899932861328,7448500,128.02603149414062
2021-01-11,138.75,139.44000244140625,137.60000610351562,137.85000610351562,7239900,127.15892791748047
2021-01-12,137.85000610351562,138.25,136.24000549316406,137.0500030517578,6333500,126.42096710205078
2021-01-13,137.10000610351562,138.07000732421875,137.10000610351562,137.25999450683594,6078800,126.61468505859375
2021-01-14,137.42999267578125,137.64999389648438,135.27999877929688,135.8000030517578,6172800,125.26792907714844
2021-01-15,135.25,136.1999969482422,134.66000366210938,134.77999877929688,7757600,124.32704162597656
2021-01-19,135.6999969482422,136.36000061035156,133.55999755859375,133.60000610351562,9184900,123.23854064941406
2021-01-20,132.52999877929688,133.8000030517578,131.25999450683594,131.92999267578125,12506600,121.69806671142578
2021-01-21,130.64999389648438,131.99000549316406,130.50999450683594,131.00999450683594,8761600,121.57836151123047
2021-01-22,131.02000427246094,131.47000122070312,129.99000549316406,130.0,7202800,120.64106750488281
2021-01-25,129.9499969482422,133.0,129.89999389648438,132.24000549316406,9640000,122.7198257446289
2021-01-26,132.25,133.47000122070312,131.42999267578125,133.08999633789062,5996700,123.50863647460938
2021-01-27,132.38999938964844,133.10000610351562,127.69999694824219,128.3800048828125,10826700,119.13771057128906
2021-01-28,127.83999633789062,131.64999389648438,127.44000244140625,130.36000061035156,8242000,120.97513580322266
2021-01-29,130.19000244140625,130.2899932861328,128.07000732421875,128.2100067138672,8344100,118.9799575805664
2021-02-01,129.0,129.66000366210938,128.1999969482422,128.97000122070312,6534200,119.68521881103516
2021-02-02,129.60000610351562,130.72000122070312,128.69000244140625,128.7899932861328,6825600,119.5181655883789
2021-02-03,128.9499969482422,129.1999969482422,127.75,128.9499969482422,7309400,119.66666412353516
2021-02-04,129.3800048828125,129.4600067138672,128.5800018310547,129.02999877929688,6613700,119.74089050292969
2021-02-05,129.1199951171875,130.10000610351562,129.02999877929688,129.57000732421875,5063700,120.24203491210938
2021-02-08,129.92999267578125,130.10000610351562,128.11000061035156,129.1699981689453,7011200,119.8708267211914
2021-02-09,129.4600067138672,129.94000244140625,128.22999572753906,128.6699981689453,5917800,119.40682220458984
2021-02-10,128.75,129.16000366210938,127.95999908447266,128.22000122070312,8594100,118.98922729492188
2021-02-11,128.5399932861328,129.3300018310547,128.2100067138672,128.3300018310547,6139200,119.09130096435547
2021-02-12,128.0,128.1300048828125,126.58000183105469,127.62000274658203,8407300,118.43240356445312
2021-02-16,127.97000122070312,128.1699981689453,126.98999786376953,127.91999816894531,8246000,118.71080780029297
2021-02-17,127.19000244140625,129.49000549316406,127.11000061035156,128.4600067138672,8845200,119.21192932128906
2021-02-18,127.80999755859375,129.85000610351562,127.58999633789062,129.52999877929688,6936400,120.20491790771484
2021-02-19,129.35000610351562,129.44000244140625,127.0199966430664,127.12000274658203,8277900,117.96839904785156
2021-02-22,126.79000091552734,127.23999786376953,126.37999725341797,126.58000183105469,6975500,117.46727752685547
2021-02-23,127.77999877929688,129.92999267578125,127.19000244140625,127.5199966430664,10145300,118.339599609375
2021-02-24,127.3499984741211,128.24000549316406,126.91000366210938,127.66000366210938,7263000,118.46953582763672
2021-02-25,127.48999786376953,128.99000549316406,126.29000091552734,126.58000183105469,7790800,117.46727752685547
2021-02-26,126.54000091552734,126.93000030517578,121.81999969482422,123.52999877929688,17718800,114.6368637084961
2021-03-01,124.16000366210938,125.48999786376953,124.0,124.29000091552734,7740200,115.3421401977539
2021-03-02,123.87000274658203,124.86000061035156,123.43000030517578,123.9000015258789,10206500,114.98023223876953
2021-03-03,123.7699966430664,124.19999694824219,122.79000091552734,123.16000366210938,7537000,114.29348754882812
2021-03-04,123.0999984741211,124.7699966430664,121.54000091552734,122.1500015258789,10228100,113.35620880126953
2021-03-05,122.76000213623047,126.33000183105469,122.55000305175781,125.9800033569336,10490900,116.91047668457031
2021-03-08,125.76000213623047,128.89999389648438,125.31999969482422,127.30999755859375,9224700,118.14472198486328
2021-03-09,127.6500015258789,128.9199981689453,126.05999755859375,126.18000030517578,8859700,117.09607696533203
2021-03-10,126.1500015258789,128.4199981689453,125.47000122070312,127.33999633789062,9070900,118.17256927490234
2021-03-11,127.12999725341797,127.8499984741211,126.72000122070312,126.91000366210938,6941500,117.77351379394531
2021-03-12,127.6500015258789,128.82000732421875,127.6500015258789,128.13999938964844,6521900,118.91496276855469
2021-03-15,128.38999938964844,129.0399932861328,127.19000244140625,128.55999755859375,7172600,119.30473327636719
2021-03-16,128.50999450683594,129.97999572753906,128.50999450683594,128.94000244140625,6485200,119.65737915039062
2021-03-17,129.11000061035156,129.83999633789062,128.35000610351562,128.4199981689453,6192900,119.17481231689453
2021-03-18,128.2100067138672,129.0399932861328,127.04000091552734,128.6999969482422,6871300,119.43465423583984
2021-03-19,129.10000610351562,129.74000549316406,127.9000015258789,128.00999450683594,20262100,118.7943344116211
2021-03-22,128.00999450683594,130.88999938964844,128.00999450683594,130.17999267578125,8077600,120.80811309814453
2021-03-23,130.41000366210938,133.2899932861328,129.99000549316406,132.60000610351562,9503800,123.05389404296875
2021-03-24,130.94000244140625,133.13999938964844,130.6199951171875,132.55999755859375,8318000,123.01676940917969
2021-03-25,133.08999633789062,133.6199951171875,132.0500030517578,133.47999572753906,7517300,123.87052154541016
2021-03-26,133.22000122070312,135.61000061035156,132.47999572753906,135.4499969482422,10821200,125.69869995117188
2021-03-29,135.0,137.60000610351562,135.0,137.57000732421875,11176000,127.66609191894531
2021-03-30,136.61000061035156,137.0,135.13999938964844,135.4499969482422,8090600,125.69869995117188
2021-03-31,135.67999267578125,136.75,135.25999450683594,135.42999267578125,9202600,125.68016052246094
2021-04-01,135.0500030517578,135.47999572753906,133.3300018310547,134.27999877929688,9117800,124.61294555664062
2021-04-05,134.9600067138672,137.25,134.72999572753906,136.4499969482422,8279100,126.62671661376953
2021-04-06,136.0,137.02000427246094,135.63999938964844,136.5,6180600,126.67312622070312
2021-04-07,137.1199951171875,137.3300018310547,136.25,136.74000549316406,10244500,126.89583587646484
2021-04-08,136.89999389648438,137.6300048828125,136.58999633789062,137.25999450683594,6190300,127.37838745117188
2021-04-09,136.50999450683594,137.27000427246094,135.55999755859375,136.3699951171875,5855400,126.55245971679688
2021-04-12,136.5,137.0399932861328,135.7100067138672,136.9199981689453,6440900,127.0628890991211
2021-04-13,136.02000427246094,136.38999938964844,134.83999633789062,135.11000061035156,9161200,125.3831787109375
2021-04-14,135.52000427246094,135.7899932861328,134.5800018310547,135.60000610351562,7584000,125.83792114257812
2021-04-15,135.97000122070312,137.75999450683594,135.8699951171875,137.24000549316406,7945300,127.35983276367188
2021-04-16,137.61000061035156,137.89999389648438,136.8800048828125,137.25,7708500,127.3691177368164
2021-04-19,136.94000244140625,137.0800018310547,135.38999938964844,136.61000061035156,9149400,126.77520751953125
2021-04-20,134.83999633789062,138.58999633789062,133.52999877929688,137.75,10040500,127.83314514160156
2021-04-21,137.88999938964844,138.57000732421875,136.60000610351562,136.85000610351562,8465900,126.99793243408203
2021-04-22,135.3699951171875,135.7899932861328,134.05999755859375,134.6300048828125,7338300,125.73709869384766
2021-04-23,134.92999267578125,135.0800018310547,133.25,133.94000244140625,6708300,125.0926742553711
2021-04-26,133.49000549316406,133.75999450683594,131.1699981689453,131.25999450683594,9910600,122.58970642089844
2021-04-27,131.24000549316406,131.88999938964844,130.2899932861328,131.17999267578125,8296800,122.51496124267578
2021-04-28,131.7100067138672,131.85000610351562,130.8800048828125,131.39999389648438,6262800,122.72042083740234
2021-04-29,131.30999755859375,132.99000549316406,131.30999755859375,132.50999450683594,6786800,123.75712585449219
2021-04-30,132.75,133.6699981689453,132.25999450683594,133.4199981689453,9188600,124.60701751708984
2021-05-03,134.02999877929688,135.67999267578125,134.02999877929688,135.0,8070300,126.0826644897461
2021-05-04,134.97999572753906,135.8300018310547,134.2100067138672,134.5399932861328,9624000,125.65303039550781
2021-05-05,134.3699951171875,134.97000122070312,133.3699951171875,133.4600067138672,8295900,124.64437103271484
2021-05-06,134.00999450683594,135.3699951171875,133.9199981689453,135.13999938964844,9771100,126.21340942382812
2021-05-07,135.0800018310547,136.02999877929688,134.75999450683594,135.14999389648438,6299100,126.22274017333984
2021-05-10,135.88999938964844,138.4199981689453,135.69000244140625,137.6699981689453,8852700,128.5762939453125
2021-05-11,138.49000549316406,138.7899932861328,136.47000122070312,136.99000549316406,10973700,127.94122314453125
